utt	wav_path	cluster_id	dist_to_cluster_center	is_outlier	pca_0	pca_1	pca_2
00463_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00463_000.wav	9	11.148956	0	-0.503045	0.389003	-1.037416
00463_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00463_010.wav	6	12.945565	0	-13.907971	-8.071360	0.449986
00463_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00463_020.wav	3	12.722784	0	-2.250451	2.214606	-3.133426
00465_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00465_000.wav	28	13.437765	0	2.425322	-1.780989	3.943279
00465_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00465_010.wav	28	16.293388	0	-2.490140	2.113663	5.541551
00465_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00465_020.wav	28	13.749985	0	1.711026	0.497067	4.963945
00466_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00466_000.wav	14	7.942642	0	0.960411	2.806786	0.429873
00466_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00466_010.wav	14	7.224623	0	1.227060	2.588615	0.731726
00466_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00466_020.wav	14	7.455650	0	0.777136	3.725610	2.585040
00467_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00467_000.wav	2	17.521936	0	0.877228	0.397002	3.270883
00467_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00467_010.wav	1	16.275517	0	0.713619	0.210690	4.237754
00467_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00467_020.wav	25	15.288605	0	0.135275	-0.455434	0.496991
00482_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00482_000.wav	27	14.921092	0	6.610846	-3.695083	5.125190
00482_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00482_010.wav	27	16.400652	0	7.555390	-5.546571	3.837454
00482_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00482_020.wav	27	16.969477	0	4.704621	-5.800418	2.926793
00486_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00486_000.wav	1	15.505289	0	2.193525	-2.882275	-2.696367
00486_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00486_010.wav	11	19.897470	1	0.321263	-4.377757	-3.667786
00486_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00486_020.wav	10	17.171764	0	-0.766056	0.796879	-3.450155
00487_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00487_000.wav	6	15.257662	0	-11.766164	-7.517330	2.493876
00487_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00487_010.wav	25	10.716902	0	0.553729	0.748934	3.485438
00487_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00487_020.wav	28	13.249652	0	1.892715	3.163072	3.347125
00489_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00489_000.wav	4	10.007066	0	8.804311	-6.598459	-2.213954
00489_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00489_010.wav	4	9.847633	0	9.174003	-7.637866	-2.893323
00489_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00489_020.wav	4	10.238624	0	7.682590	-7.575536	-3.020544
00495_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00495_000.wav	11	20.329420	1	1.330038	0.167823	-4.845839
00495_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00495_010.wav	18	19.352724	1	-14.985162	-8.898552	4.710450
00495_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00495_020.wav	11	19.066572	1	2.740940	-4.711529	1.568551
00496_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00496_000.wav	26	17.333040	0	-0.250410	-0.659519	1.192370
00496_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00496_010.wav	26	18.461245	0	-1.711305	-1.891278	7.535388
00496_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00496_020.wav	26	15.420206	0	3.629373	-2.489417	1.842406
00497_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00497_000.wav	2	15.576006	0	-0.378798	0.497497	7.073995
00497_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00497_010.wav	2	18.749182	0	3.295934	-2.677401	8.061069
00497_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00497_020.wav	8	18.545467	0	1.522132	-0.932975	4.195050
00499_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00499_000.wav	0	9.315955	0	1.804615	0.590620	0.558538
00499_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00499_010.wav	0	9.723940	0	-0.010565	0.392513	0.164346
00499_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00499_020.wav	0	9.514429	0	-0.622634	-0.248981	-1.494047
00503_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00503_000.wav	8	14.583333	0	0.658393	2.230425	2.615821
00503_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00503_010.wav	8	11.329098	0	-0.517249	-0.739209	7.077465
00503_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00503_020.wav	8	12.187757	0	0.585853	-0.292685	1.442222
00506_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00506_000.wav	25	11.364362	0	3.102353	-0.202220	2.349142
00506_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00506_010.wav	25	14.019038	0	3.555963	0.021265	0.180949
00506_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00506_020.wav	28	14.416180	0	2.014912	0.747270	3.720398
00507_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00507_000.wav	25	8.061010	0	0.085618	4.842291	0.761557
00507_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00507_010.wav	19	9.362433	0	-2.030668	3.659539	1.403601
00507_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00507_020.wav	0	9.472979	0	-0.808637	2.707644	0.277456
00510_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00510_000.wav	14	7.429065	0	-0.185219	3.049505	-1.635335
00510_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00510_010.wav	14	7.396478	0	-0.303514	2.731396	-1.324032
00510_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00510_020.wav	14	7.071132	0	-0.668261	5.046790	0.337194
00516_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00516_000.wav	11	10.147855	0	1.491861	-0.382086	-5.144542
00516_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00516_010.wav	1	10.488397	0	-0.832911	-1.802559	-1.016457
00516_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00516_020.wav	11	8.831041	0	0.693600	-0.614556	-3.316218
00517_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00517_000.wav	0	10.960332	0	1.117301	2.187463	-1.753904
00517_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00517_010.wav	19	11.891621	0	-1.561656	3.688978	-2.198239
00517_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00517_020.wav	3	11.883334	0	-1.641021	0.866783	-2.884078
00525_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00525_000.wav	9	14.742428	0	2.448378	-0.266018	-1.297739
00525_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00525_010.wav	9	14.360677	0	2.757909	-0.420927	1.858544
00525_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00525_020.wav	25	12.179659	0	1.026876	3.112292	2.472621
00526_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00526_000.wav	14	9.778317	0	-1.613431	2.669011	3.314382
00526_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00526_010.wav	20	10.780419	0	-2.014283	4.537679	2.173683
00526_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00526_020.wav	14	10.871526	0	-2.645192	2.779677	-0.440026
00530_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00530_000.wav	28	13.558865	0	1.302133	1.253719	3.880473
00530_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00530_010.wav	9	13.211460	0	3.633675	-0.649911	-0.890173
00530_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00530_020.wav	0	15.678850	0	1.061590	-0.713258	-1.914473
00532_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00532_000.wav	23	12.693514	0	-2.924537	0.299890	-0.627471
00532_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00532_010.wav	25	11.557422	0	2.975872	1.992312	1.334958
00532_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00532_020.wav	23	9.942146	0	-2.143733	2.275575	5.188833
00533_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00533_000.wav	28	11.599111	0	1.178931	2.998388	5.077175
00533_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00533_010.wav	25	11.968605	0	0.229392	3.537797	4.845450
00533_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00533_020.wav	28	11.352186	0	-0.170755	3.951651	3.470905
00534_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00534_000.wav	7	9.090877	0	8.596761	-6.438922	-3.690447
00534_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00534_010.wav	12	11.113955	0	3.897547	-5.099077	-0.001454
00534_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00534_020.wav	4	12.220432	0	8.204022	-4.876609	-0.114107
00535_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00535_000.wav	19	7.797981	0	-2.540723	3.561848	-2.610566
00535_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00535_010.wav	20	7.730571	0	-3.055567	4.203716	-0.078587
00535_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00535_020.wav	19	7.950892	0	-1.769934	3.917161	-0.393019
00536_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00536_000.wav	20	8.127023	0	-0.056290	4.545775	-1.702731
00536_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00536_010.wav	19	6.159330	0	-1.541944	4.087136	-2.970662
00536_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00536_020.wav	14	7.097393	0	-0.762563	3.051523	-3.513080
00541_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00541_000.wav	4	11.075906	0	7.671340	-5.766573	-5.826856
00541_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00541_010.wav	12	9.931785	0	6.639350	-7.231167	-2.701490
00541_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00541_020.wav	12	10.494705	0	6.798532	-5.831709	2.071091
00555_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00555_000.wav	11	13.009824	0	0.620636	-1.053139	-3.346332
00555_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00555_010.wav	10	15.577143	0	-2.085635	-2.709352	-1.386291
00555_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00555_020.wav	11	13.940537	0	3.552565	0.842312	-2.393360
00556_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00556_000.wav	12	12.048653	0	5.672125	-5.594725	1.278224
00556_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00556_010.wav	12	12.629657	0	5.624635	-6.328341	-1.874353
00556_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00556_020.wav	12	10.629940	0	3.493515	-6.067356	1.025149
00558_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00558_000.wav	5	12.023300	0	-0.891315	-0.018889	10.540278
00558_011	/home/work_nfs22/xmren/data/kefu/90w_tokens/00558_011.wav	5	11.976101	0	3.636884	0.031241	12.630189
00558_021	/home/work_nfs22/xmren/data/kefu/90w_tokens/00558_021.wav	5	14.591806	0	-0.181375	-0.675153	16.410606
00559_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00559_000.wav	3	17.931931	0	-3.878945	5.084657	4.639292
00559_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00559_010.wav	20	13.927676	0	-3.223494	3.109606	2.306682
00559_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00559_020.wav	19	11.957184	0	-4.689604	3.740562	-0.465259
00560_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00560_000.wav	12	9.668482	0	8.079034	-6.371819	1.160908
00560_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00560_010.wav	4	12.660915	0	5.681370	-4.430656	-2.260444
00560_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00560_020.wav	12	12.340767	0	6.151027	-3.886951	-3.671587
00561_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00561_000.wav	14	9.075497	0	-0.312733	2.839025	2.489626
00561_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00561_010.wav	25	11.356823	0	0.756639	3.133198	2.239990
00561_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00561_020.wav	14	10.201487	0	0.554225	4.119408	0.391901
00563_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00563_000.wav	8	17.599239	0	0.697746	1.874924	0.994701
00563_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00563_010.wav	11	16.732084	0	0.274714	-2.145518	0.797505
00563_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00563_020.wav	8	19.255850	1	-3.836181	-0.669896	-1.036645
00569_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00569_000.wav	14	10.196405	0	-0.111289	0.058147	-0.223452
00569_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00569_010.wav	25	9.790337	0	0.199708	0.652008	0.512246
00569_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00569_020.wav	14	9.239935	0	0.194913	0.783715	-0.095479
00570_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00570_000.wav	14	14.863180	0	-2.192063	3.698575	2.355057
00570_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00570_010.wav	20	12.253153	0	0.579158	1.969807	0.864639
00570_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00570_020.wav	1	10.393019	0	-2.532093	1.309895	1.196446
00571_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00571_000.wav	23	12.674991	0	-1.745646	3.268936	0.149166
00571_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00571_010.wav	19	13.344062	0	-3.312029	3.333510	-0.875287
00571_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00571_020.wav	10	13.594615	0	0.513696	-1.093067	-0.925321
00573_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00573_000.wav	3	10.425946	0	1.265319	4.347206	-3.027889
00573_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00573_010.wav	25	11.192369	0	1.617032	4.058771	-2.368066
00573_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00573_020.wav	25	11.284770	0	0.534928	1.687898	2.341048
00574_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00574_010.wav	19	8.197897	0	-3.791761	2.127655	-2.729831
00574_022	/home/work_nfs22/xmren/data/kefu/90w_tokens/00574_022.wav	14	6.943193	0	-0.795786	2.821751	-1.476244
00575_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00575_000.wav	8	12.794008	0	3.141670	-2.713166	0.875636
00575_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00575_010.wav	2	13.547784	0	3.603419	-2.414275	5.464166
00575_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00575_020.wav	8	15.785583	0	1.431306	-4.454384	1.768671
00584_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00584_000.wav	9	11.845499	0	0.464491	0.275537	1.124276
00584_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00584_010.wav	10	13.503489	0	-0.353568	3.211583	-1.366004
00584_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00584_020.wav	9	11.250426	0	2.937394	1.639401	0.216268
00586_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00586_000.wav	28	20.041254	1	-0.340977	-0.525202	12.854670
00586_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00586_010.wav	15	16.272003	0	-11.422661	-5.364484	2.485567
00586_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00586_020.wav	28	14.475669	0	0.236797	0.985873	8.751936
00587_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00587_000.wav	3	10.421027	0	-1.650795	3.186795	-3.311256
00587_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00587_010.wav	3	10.194108	0	-0.633627	3.793027	-1.771987
00587_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00587_020.wav	3	7.477889	0	-0.579508	3.085018	-3.359461
00588_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00588_000.wav	19	7.741601	0	-1.118690	3.774540	-3.457121
00588_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00588_010.wav	19	8.828370	0	-3.465548	5.363870	-2.870513
00588_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00588_020.wav	6	9.740323	0	-14.943944	-6.696961	-3.441960
00594_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00594_000.wav	9	13.611465	0	1.333291	-0.535022	-0.026844
00594_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00594_010.wav	22	15.326035	0	-6.070993	-6.337389	-2.304738
00594_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00594_020.wav	28	12.050909	0	0.683065	1.405608	3.021238
00601_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00601_000.wav	29	12.376959	0	4.873924	-2.956966	0.011249
00601_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00601_010.wav	29	11.674622	0	5.815546	-4.646255	5.165397
00601_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00601_020.wav	29	14.347673	0	1.207999	1.617147	4.867744
00604_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00604_000.wav	28	15.060969	0	3.709183	-2.486247	7.699827
00604_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00604_010.wav	2	12.951790	0	3.860329	0.000965	6.289987
00604_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00604_020.wav	28	14.196001	0	1.316553	-3.342934	3.138940
00605_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00605_000.wav	15	17.862911	0	-9.458617	-12.669220	5.998898
00605_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00605_010.wav	11	18.393480	0	5.171473	-5.015838	0.874690
00605_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00605_020.wav	15	15.865726	0	-13.443900	-10.342871	2.579285
00606_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00606_000.wav	25	8.093217	0	0.408021	2.929723	1.366730
00606_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00606_010.wav	25	9.181663	0	-0.144859	-0.541167	0.000794
00606_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00606_020.wav	25	9.136222	0	1.085414	0.569248	0.774885
00607_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00607_000.wav	20	12.699148	0	0.109024	0.730191	1.161763
00607_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00607_010.wav	20	12.330282	0	1.727357	1.495433	1.536701
00607_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00607_020.wav	14	11.547601	0	3.050549	2.092046	-1.419720
00611_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00611_000.wav	6	9.921041	0	-15.139839	-4.961848	-2.168916
00611_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00611_010.wav	22	9.589874	0	-6.736705	-3.172330	-5.402461
00611_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00611_020.wav	6	9.183924	0	-15.487860	-6.305511	-2.251629
00615_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00615_000.wav	0	8.208826	0	-0.447062	4.170055	-0.081907
00615_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00615_010.wav	0	7.787652	0	-0.335972	2.426877	-3.095758
00615_023	/home/work_nfs22/xmren/data/kefu/90w_tokens/00615_023.wav	0	7.716395	0	-0.237212	1.822384	-0.351670
00617_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00617_000.wav	18	17.232450	0	-11.882937	-13.961729	4.459257
00617_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00617_010.wav	21	13.310564	0	-0.028116	-0.298184	1.052315
00617_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00617_020.wav	21	10.215433	0	0.973608	-4.410066	-0.689347
00620_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00620_000.wav	25	13.881306	0	-0.037564	4.249365	2.806878
00620_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00620_010.wav	25	12.768009	0	-2.215757	1.341306	1.907804
00620_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00620_020.wav	25	14.513948	0	-0.054692	0.971450	1.291601
00624_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00624_000.wav	25	11.761157	0	2.069803	-1.970062	4.457726
00624_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00624_010.wav	25	11.601776	0	1.275615	-0.271048	4.010888
00624_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00624_020.wav	2	11.634386	0	0.688778	1.418778	3.101952
00625_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00625_000.wav	19	8.933252	0	-2.871917	4.627213	0.612081
00625_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00625_010.wav	19	8.412672	0	-1.811843	4.025126	-1.918610
00625_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00625_020.wav	19	8.446141	0	-3.855942	4.834315	1.264970
00627_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00627_000.wav	10	12.043996	0	0.858717	0.500392	-1.788893
00627_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00627_010.wav	10	12.035522	0	3.138628	-0.748166	0.581118
00627_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00627_020.wav	10	12.542771	0	1.315441	-0.001334	0.429071
00631_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00631_000.wav	28	15.277708	0	2.605099	4.246984	0.825941
00631_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00631_010.wav	28	17.513687	0	-0.726516	2.039251	8.847380
00631_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00631_020.wav	28	13.556822	0	1.522395	0.116455	3.775983
00634_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00634_000.wav	0	11.451974	0	2.374526	0.650269	-0.733094
00634_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00634_010.wav	6	11.599113	0	-12.374641	-10.316335	-0.553692
00634_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00634_020.wav	0	12.705774	0	2.456579	-0.193346	1.678719
00635_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00635_000.wav	19	10.802441	0	-3.317415	2.902824	-2.879529
00635_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00635_010.wav	0	10.953382	0	-1.032664	2.031121	-4.638761
00635_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00635_020.wav	19	9.824601	0	-3.573785	3.631469	-3.959387
00636_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00636_000.wav	20	10.727240	0	-2.003639	2.944658	2.241842
00636_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00636_020.wav	28	10.776773	0	-1.606749	4.048333	4.577844
00637_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00637_000.wav	19	9.008382	0	-2.826994	4.466676	-3.524504
00637_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00637_010.wav	20	8.471941	0	-1.551153	4.505831	-0.892286
00637_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00637_020.wav	0	8.016530	0	-0.217421	1.925745	-0.118930
00639_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00639_000.wav	19	10.353876	0	-1.018588	1.403107	-1.501176
00639_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00639_010.wav	1	10.646847	0	0.319224	-0.087061	0.184382
00639_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00639_020.wav	19	8.699440	0	0.191606	3.322003	-2.586192
00642_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00642_000.wav	1	11.955079	0	-0.742704	-3.426704	-0.521497
00642_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00642_010.wav	6	16.462002	0	-15.291561	-9.157394	-3.297577
00642_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00642_020.wav	1	13.278339	0	0.696912	-1.411729	-0.841409
00644_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00644_000.wav	19	11.433182	0	-1.510550	5.555418	-4.192896
00644_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00644_010.wav	10	10.344938	0	-1.258477	2.946593	-2.512416
00644_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00644_020.wav	10	9.403747	0	-0.394730	2.395633	-5.372314
00646_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00646_000.wav	9	13.007232	0	-0.626075	-3.886329	-0.268006
00646_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00646_010.wav	25	13.810178	0	2.688564	-2.121099	2.155851
00646_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00646_020.wav	22	14.703184	0	-5.085611	-2.091134	-3.158629
00652_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00652_000.wav	20	7.564949	0	-1.832812	3.400578	-2.070515
00652_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00652_010.wav	20	8.564205	0	-0.426786	2.816230	-2.922009
00652_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00652_020.wav	3	7.317994	0	-1.231817	4.744878	-4.632811
00655_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00655_000.wav	28	11.504082	0	-0.449481	1.900144	3.096389
00655_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00655_010.wav	28	11.213367	0	2.269469	-1.426120	6.453739
00655_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00655_020.wav	28	11.351650	0	1.699395	1.443870	2.588252
00664_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00664_000.wav	14	11.783452	0	-1.999041	3.684012	0.726228
00664_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00664_010.wav	14	9.850984	0	-2.400959	2.108525	3.099839
00664_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00664_020.wav	3	10.745562	0	-0.248982	1.928947	-1.034223
00668_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00668_000.wav	12	11.184649	0	5.800982	-3.098833	-0.087804
00668_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00668_010.wav	31	10.998598	0	5.936786	-3.835565	-1.521642
00668_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00668_020.wav	7	9.597448	0	8.859016	-4.095828	-0.790066
00672_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00672_000.wav	23	15.574589	0	-7.111736	-1.587455	2.994158
00672_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00672_010.wav	19	15.660604	0	-5.377582	4.162212	-0.420255
00672_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00672_020.wav	22	15.375731	0	-7.058941	-0.166998	-0.276240
00676_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00676_000.wav	10	10.946275	0	-0.211343	1.082571	-1.666587
00676_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00676_010.wav	20	11.448027	0	0.439588	1.608511	-0.016440
